applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-002332,34,femenino,Santiago,Cibao Norte,urbana,internacional,doctorado,44066.1,1,100.0,68.89,74.8,96.04,1287874.13,1,1,1
RD-002333,22,femenino,La Altagracia,Yuma,rural,nacional,grado,31743.3,4,82.09,77.94,58.5,67.41,80000.0,1,0,1
RD-002334,22,femenino,Santo Domingo,Ozama,urbana,nacional,grado,23847.4,3,74.02,70.93,111.7,55.87,239284.91,1,0,1
RD-002335,20,masculino,La Vega,Cibao Sur,urbana,nacional,grado,42489.8,1,79.89,100.0,30.2,62.35,199948.33,1,0,1
RD-002336,24,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,54954.42,6,84.53,64.39,62.4,82.36,1168173.24,0,0,1
RD-002337,19,masculino,Azua,Valdesia,urbana,nacional,grado,44523.28,7,78.64,81.76,12.7,47.0,296647.08,0,0,1
RD-002338,21,femenino,Santiago,Cibao Norte,urbana,nacional,grado,103874.22,2,76.6,69.78,14.9,74.08,265342.99,0,0,0
RD-002339,22,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,62169.88,6,80.59,86.87,0.0,83.09,1404360.58,0,0,0
RD-002340,20,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,39775.02,5,87.16,81.52,15.6,35.56,378987.37,1,0,0
RD-002341,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,63326.13,5,82.64,93.05,63.7,57.6,114115.39,1,0,1
RD-002342,26,femenino,Distrito Nacional,Ozama,rural,nacional,grado,43337.1,4,76.95,86.62,46.4,54.17,107698.96,1,0,1
RD-002343,37,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,43254.48,3,78.64,69.68,47.9,61.06,1112325.39,1,0,0
RD-002344,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,86077.22,1,80.69,100.0,46.5,67.23,278407.55,1,0,1
RD-002345,21,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,25746.87,1,76.0,84.67,139.8,53.59,271102.28,0,0,1
RD-002346,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,42737.0,2,78.34,71.39,8.8,56.7,159027.76,0,0,0
RD-002347,41,femenino,Azua,Valdesia,urbana,internacional,maestria,81173.21,4,89.15,80.47,4.0,83.03,874644.99,0,0,0
RD-002348,22,femenino,La Altagracia,Yuma,urbana,internacional,maestria,50008.33,1,82.16,85.57,22.0,69.26,1819662.7,1,0,0
RD-002349,21,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,34441.62,5,69.97,85.11,56.8,59.41,134692.78,0,0,0
RD-002350,20,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,16508.19,5,92.2,83.95,83.2,30.73,312071.53,1,0,1
RD-002351,32,masculino,Distrito Nacional,Ozama,rural,internacional,maestria,12104.22,3,87.33,89.6,87.8,85.04,1054843.3,0,0,1
RD-002352,33,masculino,Azua,Valdesia,urbana,internacional,maestria,132177.32,1,72.93,88.42,102.5,81.8,1333381.41,0,0,0
RD-002353,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,49995.16,4,81.08,67.83,55.1,43.91,269141.19,0,0,1
RD-002354,19,femenino,Duarte,Cibao Nordeste,rural,nacional,grado,30600.14,6,77.66,100.0,42.2,43.46,246517.77,0,0,0
RD-002355,34,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,51133.81,3,89.42,100.0,133.5,80.88,1750682.24,0,1,0
RD-002356,27,masculino,La Romana,Yuma,rural,internacional,maestria,25053.76,6,81.03,87.61,0.0,80.42,1439404.36,0,0,0
RD-002357,21,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,35166.15,3,83.42,78.46,62.8,58.63,202245.32,0,0,0
RD-002358,23,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,25146.72,1,82.49,78.67,79.4,43.56,239293.46,0,1,1
RD-002359,41,masculino,Monte Cristi,Cibao Noroeste,urbana,nacional,maestria,19393.62,5,72.16,74.11,144.3,36.4,317753.58,0,0,1
RD-002360,35,masculino,Santo Domingo,Ozama,rural,internacional,maestria,13256.7,7,95.24,75.67,0.0,83.91,1604680.15,1,0,1
RD-002361,20,femenino,La Altagracia,Yuma,rural,nacional,grado,17523.33,7,89.3,51.76,41.1,41.22,149612.72,0,0,1
RD-002362,36,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,73991.7,7,78.02,96.36,0.0,55.11,80000.0,0,0,1
RD-002363,23,masculino,La Vega,Cibao Sur,urbana,nacional,grado,24519.28,1,85.53,92.13,0.0,61.4,179492.17,1,0,1
RD-002364,29,femenino,Azua,Valdesia,rural,internacional,maestria,56624.14,1,91.79,57.88,50.8,68.74,1857682.42,0,0,0
RD-002365,27,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,71407.35,4,84.45,88.68,97.5,68.77,1939992.1,1,0,0
RD-002366,24,femenino,San Cristobal,Valdesia,rural,internacional,doctorado,42579.1,7,96.45,77.91,114.3,79.94,1770438.49,1,0,1
RD-002367,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,35803.04,7,100.0,75.61,36.1,50.33,181111.36,1,0,1
RD-002368,43,masculino,La Vega,Cibao Sur,urbana,internacional,doctorado,45395.24,2,82.99,83.91,90.0,74.58,2065258.82,0,0,0
RD-002369,22,femenino,Santiago,Cibao Norte,rural,internacional,maestria,33552.24,3,79.34,57.09,51.1,83.11,1146551.93,1,0,0
RD-002370,20,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,81809.62,5,76.08,77.87,85.0,49.4,206338.69,0,0,0
RD-002371,23,masculino,La Vega,Cibao Sur,urbana,nacional,grado,118431.93,7,66.29,78.95,112.0,14.19,187209.7,0,0,0
RD-002372,32,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,93657.19,2,93.99,78.97,51.3,79.09,1304958.62,0,0,1
RD-002373,26,femenino,Santiago,Cibao Norte,urbana,nacional,grado,12921.4,7,81.17,61.59,108.5,50.22,96358.77,0,0,0
RD-002374,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,33177.77,6,91.0,83.36,5.4,48.38,161645.0,0,0,0
RD-002375,23,femenino,Santiago,Cibao Norte,rural,nacional,grado,42289.22,1,92.61,90.72,89.5,41.22,242400.59,1,0,1
RD-002376,22,femenino,Santo Domingo,Ozama,rural,nacional,grado,54430.61,6,75.35,82.89,106.5,32.18,252315.34,0,0,0
RD-002377,25,femenino,Azua,Valdesia,urbana,nacional,grado,16317.23,5,76.55,75.25,101.9,84.39,342913.56,0,1,0
RD-002378,23,femenino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,16173.12,7,97.96,100.0,6.7,91.68,1196233.98,0,0,1
RD-002379,24,femenino,Santo Domingo,Ozama,urbana,nacional,grado,86572.23,2,83.44,66.91,50.7,49.12,169489.76,0,0,0
RD-002380,23,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,31023.01,7,78.72,87.28,73.6,77.88,1129764.9,1,0,1
RD-002381,22,femenino,Azua,Valdesia,rural,nacional,grado,18618.79,1,75.64,80.92,79.9,38.97,219929.03,1,0,1
RD-002382,23,masculino,Santo Domingo,Ozama,rural,nacional,grado,22994.21,1,82.87,100.0,65.2,61.04,192891.55,1,0,1
RD-002383,39,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,52300.49,4,96.06,82.64,124.3,72.29,1285330.16,1,0,1
RD-002384,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,26838.66,5,89.48,85.21,1.7,63.26,260548.32,1,1,1
RD-002385,25,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,48189.39,2,85.45,84.07,49.2,34.98,387859.97,0,0,1
RD-002386,26,femenino,La Romana,Yuma,rural,internacional,maestria,24629.49,2,96.71,65.3,0.0,85.43,970522.94,0,0,1
RD-002387,35,masculino,Barahona,Enriquillo,rural,nacional,maestria,16166.39,3,95.17,67.57,88.0,81.3,324470.72,0,0,1
RD-002388,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,92356.29,1,86.67,74.69,85.0,53.4,80000.0,0,0,0
RD-002389,19,femenino,San Pedro de Macoris,Higuamo,rural,nacional,grado,52522.9,2,100.0,89.49,210.7,19.11,244985.57,1,0,1
RD-002390,22,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,35116.87,2,82.02,80.8,106.2,68.85,610980.32,1,0,1
RD-002391,19,femenino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,31673.99,7,92.78,75.52,74.9,59.21,286387.49,0,0,1
RD-002392,20,femenino,La Romana,Yuma,rural,nacional,grado,94437.66,7,80.86,94.47,71.5,65.51,383509.8,0,0,1
RD-002393,27,femenino,Santiago,Cibao Norte,rural,internacional,maestria,58415.79,5,91.22,54.21,45.8,69.94,1657423.29,1,0,0
RD-002394,17,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,79280.48,5,82.01,62.45,65.9,74.87,121601.65,1,0,1
RD-002395,21,femenino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,30606.54,1,87.69,48.04,72.4,50.04,288006.96,1,0,1
RD-002396,20,femenino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,43384.89,1,100.0,92.5,0.0,42.11,316404.77,1,0,1
RD-002397,22,masculino,Santo Domingo,Ozama,rural,nacional,grado,52638.83,3,91.61,76.84,68.9,35.22,178946.95,1,0,1
RD-002398,19,femenino,Santo Domingo,Ozama,rural,nacional,grado,31177.81,7,87.81,89.6,64.5,43.9,197827.28,0,0,1
RD-002399,30,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,40032.92,4,77.8,76.69,138.9,59.15,311756.61,0,1,0
RD-002400,25,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,30607.93,6,85.51,90.28,54.1,31.77,237377.16,0,0,1
RD-002401,25,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,52548.01,3,75.94,76.48,25.6,38.1,341092.17,0,0,1
RD-002402,19,masculino,La Romana,Yuma,rural,nacional,grado,20398.84,3,91.1,82.92,72.1,60.43,254877.42,1,0,1
RD-002403,18,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,57790.72,6,90.9,81.16,63.3,42.3,80000.0,1,1,1
RD-002404,26,femenino,Peravia,Valdesia,rural,nacional,grado,50055.73,4,82.56,82.05,54.1,57.55,242887.51,0,0,1
RD-002405,22,masculino,La Altagracia,Yuma,rural,nacional,maestria,37728.85,6,97.31,98.22,2.4,39.79,199622.22,0,1,1
RD-002406,27,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,54026.74,6,96.18,58.51,53.0,79.13,1864638.22,0,0,1
RD-002407,23,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,34519.61,6,85.2,77.18,33.9,40.42,277712.31,0,0,1
RD-002408,19,femenino,Santo Domingo,Ozama,urbana,nacional,grado,29185.52,5,88.52,80.38,50.3,23.47,147988.18,1,0,1
RD-002409,32,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,56899.93,6,79.29,78.58,92.9,66.34,256387.26,1,0,1
RD-002410,37,masculino,San Juan,El Valle,urbana,internacional,maestria,58270.88,4,81.82,73.23,29.6,83.72,1469508.54,1,0,0
RD-002411,24,femenino,San Cristobal,Valdesia,urbana,nacional,grado,31920.43,3,75.38,71.58,50.0,48.27,279747.69,0,0,0
RD-002412,32,masculino,Barahona,Enriquillo,urbana,internacional,maestria,30449.39,4,80.17,96.36,84.4,83.01,1829531.37,1,0,1
RD-002413,21,masculino,La Vega,Cibao Sur,urbana,nacional,grado,38153.19,3,83.16,77.15,47.9,60.17,140448.05,1,0,1
RD-002414,25,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,31144.62,1,70.72,100.0,177.4,57.0,222745.66,1,0,0
RD-002415,29,femenino,Puerto Plata,Cibao Norte,urbana,internacional,doctorado,97617.84,3,88.61,84.34,71.2,64.61,1297925.73,0,0,0
RD-002416,18,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,50214.63,4,92.18,74.52,4.1,43.76,349680.46,0,0,1
RD-002417,27,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,42532.77,4,83.94,84.63,22.2,51.25,249176.05,0,0,1
RD-002418,22,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,25260.6,3,62.42,79.31,17.7,91.26,1585954.88,0,0,0
RD-002419,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,63350.89,6,81.98,94.1,22.9,75.18,227834.61,0,1,1
RD-002420,17,masculino,San Juan,El Valle,urbana,nacional,grado,30140.27,2,72.85,63.99,84.2,56.6,285623.28,1,0,1
RD-002421,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,29465.9,5,79.12,56.39,10.2,36.95,338864.11,0,0,0
RD-002422,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,64533.39,2,95.62,82.33,45.1,56.02,212337.61,0,0,1
RD-002423,27,masculino,La Romana,Yuma,urbana,internacional,maestria,52209.9,7,64.52,88.03,111.4,78.42,2049023.22,0,0,1
RD-002424,23,masculino,Distrito Nacional,Ozama,rural,nacional,maestria,12000.0,5,77.47,81.43,36.6,22.02,277796.83,1,0,0
RD-002425,33,masculino,Peravia,Valdesia,urbana,internacional,maestria,38685.73,4,90.64,86.07,90.2,77.89,567367.12,0,0,1
RD-002426,23,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,45208.29,4,78.38,84.31,0.0,51.0,172739.22,0,0,1
RD-002427,41,masculino,Distrito Nacional,Ozama,urbana,internacional,doctorado,35004.16,6,77.77,60.24,43.3,79.22,2578959.87,0,0,0
RD-002428,28,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,46083.03,3,100.0,81.37,20.1,83.5,857513.65,0,0,1
RD-002429,38,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,15594.47,6,87.03,93.8,73.5,71.38,2196124.29,0,0,1
RD-002430,26,masculino,La Romana,Yuma,rural,nacional,grado,12000.0,2,91.47,80.06,13.4,37.97,123656.43,1,0,1
RD-002431,19,masculino,La Altagracia,Yuma,urbana,nacional,grado,24673.68,6,87.96,62.28,153.1,31.21,334944.37,0,0,1
RD-002432,20,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,49278.14,7,85.29,73.99,0.0,39.61,338149.81,0,0,1
RD-002433,26,masculino,Duarte,Cibao Nordeste,rural,nacional,maestria,12000.0,2,94.11,84.68,111.1,42.85,279209.54,1,0,1
RD-002434,17,femenino,Santiago,Cibao Norte,urbana,nacional,grado,26530.48,2,99.24,99.55,99.5,51.13,80000.0,0,0,1
RD-002435,28,masculino,San Cristobal,Valdesia,rural,internacional,maestria,14654.19,7,70.53,54.52,73.9,95.14,2004095.8,0,0,0
RD-002436,24,masculino,San Juan,El Valle,urbana,nacional,grado,36921.77,3,83.72,82.33,62.4,19.87,250289.74,0,0,1
RD-002437,33,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,123852.25,5,83.65,66.81,143.5,88.53,1760618.82,0,1,0
RD-002438,22,masculino,San Cristobal,Valdesia,urbana,nacional,grado,37442.18,2,80.57,84.09,171.2,53.85,80000.0,0,0,1
RD-002439,35,femenino,La Vega,Cibao Sur,urbana,internacional,doctorado,39770.21,3,91.85,85.05,50.7,89.17,2362695.57,0,0,1
RD-002440,25,masculino,La Romana,Yuma,urbana,nacional,grado,66941.68,5,86.06,75.2,67.1,21.92,151586.69,0,0,1
RD-002441,23,masculino,Monte Cristi,Cibao Noroeste,rural,nacional,grado,42689.94,7,99.4,85.58,35.1,61.37,296128.87,1,0,1
RD-002442,41,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,37487.19,4,92.8,91.68,7.4,67.9,1044614.93,0,0,1
RD-002443,42,femenino,Santo Domingo,Ozama,rural,internacional,maestria,70238.74,1,94.92,76.03,80.8,85.4,1431095.51,1,0,1
RD-002444,43,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,54695.57,3,74.41,61.95,71.2,64.09,1900028.07,0,0,0
RD-002445,38,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,49451.33,5,77.55,95.11,0.0,85.46,1509645.96,0,0,0
RD-002446,18,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,39091.91,7,78.21,87.94,80.5,17.3,232028.55,0,0,1
RD-002447,39,masculino,Distrito Nacional,Ozama,rural,internacional,doctorado,34879.84,6,94.58,84.77,72.7,64.65,1039332.9,0,0,1
RD-002448,26,masculino,Santiago,Cibao Norte,urbana,nacional,grado,69873.66,6,76.26,69.71,32.9,70.6,189333.87,0,0,0
RD-002449,18,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,35064.54,2,76.5,89.83,30.0,79.55,168066.61,0,0,1
RD-002450,18,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,83049.25,4,75.03,100.0,79.1,45.44,331345.56,1,0,1
RD-002451,35,masculino,San Cristobal,Valdesia,rural,nacional,maestria,23719.9,5,100.0,76.54,132.4,34.97,317982.04,0,0,1
RD-002452,25,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,92835.2,4,82.86,79.13,77.9,72.38,284263.7,0,0,1
RD-002453,27,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,54700.17,7,88.24,65.22,95.1,86.5,1715585.48,1,0,1
RD-002454,36,femenino,La Romana,Yuma,urbana,nacional,maestria,24767.95,7,74.88,69.37,22.6,65.12,438398.82,0,0,1
RD-002455,29,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,55822.83,2,91.67,65.11,41.4,85.58,550000.0,1,0,1
RD-002456,24,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,29505.54,7,69.81,79.57,87.4,56.07,169002.46,1,0,1
RD-002457,44,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,maestria,42975.5,6,76.17,73.91,0.0,36.2,318954.2,0,0,0
RD-002458,24,femenino,Distrito Nacional,Ozama,urbana,nacional,maestria,32284.91,5,78.15,82.47,69.3,51.92,250472.19,0,0,1
RD-002459,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,39218.28,3,85.75,67.3,82.2,46.78,186581.28,1,0,0
RD-002460,25,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,70812.23,6,77.66,75.99,58.3,87.15,169593.06,1,0,0
RD-002461,25,femenino,Azua,Valdesia,rural,nacional,maestria,56116.29,5,96.19,66.56,74.4,60.23,265580.95,1,0,0
RD-002462,21,femenino,San Cristobal,Valdesia,rural,nacional,grado,22721.09,7,88.03,80.25,62.6,19.72,317600.07,0,0,0
RD-002463,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,23448.15,5,78.48,58.41,32.0,51.98,371035.64,0,0,0
RD-002464,36,femenino,Monsenor Nouel,Cibao Sur,rural,internacional,maestria,48968.21,7,91.98,79.82,7.0,66.58,1531275.65,0,0,0
RD-002465,23,femenino,Santo Domingo,Ozama,rural,nacional,grado,50957.79,3,80.85,74.66,55.9,44.89,294523.46,0,0,1
RD-002466,32,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,29116.35,1,79.28,80.17,118.7,77.8,2074330.73,0,0,0
RD-002467,30,masculino,La Altagracia,Yuma,rural,internacional,maestria,101237.4,4,91.17,58.17,106.1,75.69,1676660.29,1,0,0
RD-002468,22,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,66000.8,7,64.38,85.86,44.5,37.58,97985.22,0,0,1
RD-002469,17,masculino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,29909.55,5,89.88,74.42,43.5,60.63,293698.82,1,0,1
RD-002470,23,otro,Santiago,Cibao Norte,urbana,nacional,grado,28360.7,5,78.3,80.61,40.2,36.31,281013.08,0,0,1
RD-002471,19,otro,La Vega,Cibao Sur,urbana,nacional,grado,37223.77,5,78.28,55.56,40.2,43.99,421850.9,1,0,0
RD-002472,19,femenino,Azua,Valdesia,urbana,nacional,grado,35153.52,5,99.67,63.09,72.9,66.34,236228.58,0,0,1
RD-002473,38,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,84194.65,1,79.75,73.32,107.6,74.77,1986166.76,1,0,0
RD-002474,21,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,72510.57,3,91.65,94.51,161.8,52.47,194934.24,1,0,1
RD-002475,24,femenino,Santiago,Cibao Norte,urbana,nacional,grado,43014.31,1,86.23,84.33,22.7,51.55,401218.12,0,0,1
RD-002476,20,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,61257.9,3,87.06,79.56,89.3,53.36,377700.88,1,0,1
RD-002477,23,masculino,Santo Domingo,Ozama,rural,nacional,grado,66345.84,6,82.0,66.91,84.4,40.13,347534.41,0,0,0
RD-002478,23,femenino,Santo Domingo,Ozama,rural,nacional,grado,43566.48,6,81.58,64.72,45.2,29.25,245721.64,0,0,1
RD-002479,25,femenino,Santiago,Cibao Norte,urbana,nacional,grado,52650.99,2,96.22,81.32,13.8,60.54,218887.62,0,0,1
RD-002480,32,masculino,San Juan,El Valle,urbana,internacional,doctorado,58501.24,5,91.44,86.41,72.4,76.49,1862945.85,1,1,1
RD-002481,22,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,55170.47,2,80.0,80.51,155.4,61.06,147590.86,1,0,1
RD-002482,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,27492.21,2,75.63,98.51,72.1,55.81,284426.08,0,0,1
RD-002483,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,29064.12,7,79.32,69.81,24.6,33.87,216404.98,0,0,1
RD-002484,25,femenino,Santiago,Cibao Norte,urbana,nacional,grado,35999.95,5,91.85,80.15,52.9,65.16,276354.57,0,0,1
RD-002485,26,femenino,La Altagracia,Yuma,urbana,internacional,maestria,28604.94,2,93.43,57.68,8.7,75.62,758245.96,0,0,0
RD-002486,44,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,18765.86,1,88.44,80.53,60.8,66.28,1249791.53,0,0,0
RD-002487,31,femenino,La Romana,Yuma,rural,internacional,doctorado,61192.11,1,71.07,95.63,90.8,79.75,1139922.93,0,0,0
RD-002488,25,masculino,La Altagracia,Yuma,urbana,nacional,grado,51048.14,4,90.03,65.5,28.8,75.79,249128.75,0,0,0
RD-002489,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,20198.19,1,94.43,88.11,0.0,35.28,321909.19,1,0,1
RD-002490,42,masculino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,36956.46,5,85.39,95.29,72.5,83.79,632057.18,1,0,1
RD-002491,17,masculino,San Juan,El Valle,urbana,nacional,grado,38125.66,4,99.84,69.72,37.4,54.22,167428.14,0,0,1
RD-002492,22,femenino,Santiago,Cibao Norte,rural,nacional,maestria,46633.27,5,73.43,83.6,26.2,38.16,202725.53,0,0,1
RD-002493,17,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,23270.52,2,89.48,96.96,25.8,35.56,263076.09,0,0,1
RD-002494,26,masculino,San Juan,El Valle,urbana,nacional,maestria,20036.35,2,75.84,80.77,78.0,70.3,230160.85,0,0,1
RD-002495,23,masculino,Azua,Valdesia,urbana,internacional,maestria,56153.73,1,92.47,87.44,41.6,72.32,1458214.1,0,1,1
RD-002496,21,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,18148.1,1,88.9,56.71,101.9,51.83,338288.78,0,0,1
RD-002497,23,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,37124.6,1,98.41,85.17,102.9,79.03,763543.31,0,0,1
RD-002498,38,masculino,Santo Domingo,Ozama,rural,nacional,maestria,35265.4,2,88.0,84.21,47.8,52.95,519895.25,1,0,1
RD-002499,17,femenino,La Altagracia,Yuma,rural,nacional,grado,39426.51,6,80.77,62.09,36.6,69.74,231941.94,0,0,0
RD-002500,18,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,48484.27,5,80.07,66.43,65.7,70.2,362666.21,1,0,0
RD-002501,20,femenino,Distrito Nacional,Ozama,rural,nacional,grado,101642.18,2,82.0,85.25,53.5,67.67,212966.43,0,0,1
RD-002502,22,masculino,San Cristobal,Valdesia,rural,nacional,grado,17505.66,7,79.91,74.37,0.0,50.82,299348.78,1,0,0
RD-002503,25,masculino,San Juan,El Valle,urbana,nacional,grado,68331.07,6,94.78,91.34,146.1,68.67,330239.62,1,0,1
RD-002504,18,femenino,La Altagracia,Yuma,urbana,nacional,grado,12000.0,6,94.21,81.73,92.1,58.45,97093.2,1,0,1
RD-002505,27,femenino,Santo Domingo,Ozama,urbana,internacional,doctorado,90811.49,7,72.03,78.68,39.1,82.17,1016142.14,0,0,1
RD-002506,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,13717.42,6,84.31,75.95,0.0,57.73,165776.06,0,0,1
RD-002507,26,masculino,San Juan,El Valle,urbana,nacional,grado,161138.1,7,84.5,81.51,51.9,65.29,206835.42,1,0,1
RD-002508,25,femenino,San Juan,El Valle,urbana,nacional,grado,34051.44,3,77.75,87.64,33.5,32.08,182508.75,0,0,0
RD-002509,31,masculino,Puerto Plata,Cibao Norte,urbana,internacional,doctorado,85794.54,6,87.51,84.41,57.3,91.24,1301974.77,0,1,1
RD-002510,40,masculino,San Cristobal,Valdesia,urbana,nacional,maestria,76594.9,1,95.69,72.92,0.0,49.85,190589.15,0,0,1
RD-002511,22,femenino,La Vega,Cibao Sur,urbana,nacional,grado,33187.58,3,91.13,92.87,38.7,33.67,126571.63,1,0,1
RD-002512,21,masculino,La Vega,Cibao Sur,rural,nacional,grado,34618.31,7,94.78,85.89,41.5,33.46,312317.59,0,0,1
RD-002513,21,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,26623.85,1,78.25,82.62,51.3,45.69,250948.64,0,1,1
RD-002514,41,femenino,Distrito Nacional,Ozama,urbana,nacional,maestria,65059.24,4,84.29,79.1,49.4,66.88,226862.13,1,0,1
RD-002515,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,33426.11,3,77.87,84.0,62.4,66.6,336528.4,0,0,0
RD-002516,39,femenino,La Altagracia,Yuma,urbana,internacional,maestria,26891.33,1,85.92,56.02,128.5,84.49,2327826.66,0,1,1
RD-002517,30,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,56698.43,2,86.64,80.9,36.8,54.7,91795.48,0,0,1
RD-002518,17,masculino,Santo Domingo,Ozama,urbana,nacional,grado,25759.35,4,91.68,97.68,19.0,83.31,394237.93,0,0,1
